DataId,who_region,iso3,country_name,city,year,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov,type_of_stations,number_of_stations,population,latitude,longitude,who_ms,Air_quality_category
0011985,4_Eur,ITA,Italy,Anagni,2015,29.861,Tidak diketahui,27.583,99,Tidak diketahui,95,Urban,1,Tidak diketahui,41.7468999999999,13.1498,1,Safety
0011986,4_Eur,SWE,Sweden,Olofstrom,2015,7.153,4.49,7.933,94,78,94,Urban,1,Tidak diketahui,56.2775,14.5319,1,Safety
0011987,2_Amr,CAN,Canada,Petawawa,2015,Tidak diketahui,4.8,Tidak diketahui,Tidak diketahui,97,Tidak diketahui,Somewhere,1,15988,45.9967219999999,-77.4411939999999,1,Safety
0011988,3_Sear,IND,India,Nagaon,2015,137.105,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,2823768,26.5844444399999,93.14444444,1,Safety
0011989,4_Eur,POL,Poland,Myslenice,2015,34.798,Tidak diketahui,Tidak diketahui,31,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,49.8348999999999,19.9380999999999,1,Safety
0011990,4_Eur,MNE,Montenegro,Podgorica,2015,41.865,Tidak diketahui,30.547,99,Tidak diketahui,91,Urban,1,Tidak diketahui,42.441,19.2565999999999,1,Safety
0011991,2_Amr,CAN,Canada,Hinton,2015,Tidak diketahui,9.3,13.536,Tidak diketahui,99,1,Somewhere,1,9882,53.427301,-117.544067,1,Safety
0011992,4_Eur,FIN,Finland,Imatra,2015,11.997,Tidak diketahui,10.009,100,Tidak diketahui,99,"Rural, Urban, Suburban",3,Tidak diketahui,61.1567666666666,28.8059999999999,1,Safety
0011993,4_Eur,ESP,Spain,Perafort,2015,Tidak diketahui,Tidak diketahui,11.558,Tidak diketahui,Tidak diketahui,98,Rural,1,Tidak diketahui,41.1936,1.23669999999999,1,Safety
0011994,6_Wpr,CHN,China,Huaihua,2015,Tidak diketahui,43.706,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,751803,27.5566,109.9916,1,Safety
0011995,4_Eur,BEL,Belgium,Olloy Sur Viroin,2015,13.129,8.099,6.783,97,97,95,Rural,1,Tidak diketahui,50.0957,4.5948,1,Safety
0011996,6_Wpr,CHN,China,Naidong Qu,2015,Tidak diketahui,18.491,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,59615,29.2447249999999,91.761825,1,Safety
0011997,6_Wpr,NZL,New Zealand,Otago,2015,24.896,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,"Residential And Commercial Area, Residential And Commercial Area, Residential And Commercial Area, Residential And Commercial Area, Residential And Commercial Area, Residential And Commercial Area",6,47544,-45.5662179449999,169.66876100625,1,Safety
0011998,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Newport,2015,15.535,9.568,20.766,67,95,86,Urban,1,316371,51.6011999999999,-2.9773,1,Safety
0011999,4_Eur,ITA,Italy,Oulx,2015,17.973,Tidak diketahui,20.48,72,Tidak diketahui,96,Suburban,1,Tidak diketahui,45.0347999999999,6.83589999999999,1,Safety
0012000,4_Eur,POL,Poland,Mysliborz,2015,27.55,20.107,Tidak diketahui,99,98,Tidak diketahui,Urban,1,Tidak diketahui,52.9262999999999,14.8628,1,Safety
0012001,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Honiton,2015,Tidak diketahui,Tidak diketahui,7.962,Tidak diketahui,Tidak diketahui,99,Urban,1,Tidak diketahui,50.7922999999999,-3.19669999999999,1,Safety
0012002,4_Eur,POL,Poland,Nowy Sacz,2015,45.742,36.011,28.044,100,100,97,Urban,1,83896,49.6193,20.7144,1,Safety
0012003,4_Eur,POL,Poland,Zamosc,2015,31.964,23.956,13.135,99,100,96,Urban,1,63813,50.7166,23.2901999999999,1,Safety
0012004,2_Amr,CAN,Canada,Norman Wells,2015,9.0,Tidak diketahui,3.572,75,Tidak diketahui,1,Somewhere,1,727,65.2792599999999,-126.813057,1,Safety
0012005,4_Eur,CHE,Switzerland,Aadorf,2015,13.19,Tidak diketahui,12.938,Tidak diketahui,Tidak diketahui,100,Somewhere,1,7301,47.4797999994653,8.90468,1,Safety
0012006,4_Eur,NLD,Netherlands (Kingdom of the),Noordhoek,2015,18.059,Tidak diketahui,18.403,97,Tidak diketahui,93,Rural,1,Tidak diketahui,51.6537,4.51529999999999,1,Safety
0012007,4_Eur,FRA,France,Pointe A Pitre,2015,Tidak diketahui,Tidak diketahui,6.834,Tidak diketahui,Tidak diketahui,65,Urban,1,53082,16.2380999999999,-61.5375,1,Safety
0012008,6_Wpr,CHN,China,Shangzhou Qu,2015,Tidak diketahui,44.371,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,472978,33.8589999999999,109.93485,1,Safety
0012009,6_Wpr,AUS,Australia,Muswellbrook,2015,19.105,8.658,17.776,99,96,1,Somewhere,1,11045,-32.271594,150.885706,1,Safety
0012010,6_Wpr,NZL,New Zealand,Horizons,2015,14.013,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,"Residential And Commercial Area, Residential And Commercial Area",2,13725,-39.28071906,175.54580551,1,Safety
0012011,4_Eur,FRA,France,Sens,2015,17.563,Tidak diketahui,12.793,95,Tidak diketahui,99,Urban,1,Tidak diketahui,48.2004,3.27729999999999,1,Safety
0012012,4_Eur,SWE,Sweden,Norrkoping,2015,17.308,Tidak diketahui,Tidak diketahui,96,Tidak diketahui,Tidak diketahui,"Urban, Urban, Urban",3,140927,58.5922333333333,16.1894,1,Safety
0012013,4_Eur,ESP,Spain,Huelva,2015,25.387,Tidak diketahui,17.307,87,Tidak diketahui,96,"Suburban, Urban, Urban, Urban, Urban, Urban",6,143837,37.2641166666666,-6.93088333333333,1,Safety
0012014,4_Eur,CZE,Czechia,Olomouc,2015,30.37,23.921,23.378,98,99,94,Urban,1,100663,49.6015,17.2380999999999,1,Safety
0012015,2_Amr,CHL,Chile,Huasco,2015,Tidak diketahui,11.012,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,6445,-28.47,-71.2197,1,Safety
0012016,4_Eur,POL,Poland,Nowy Tomysl,2015,37.61,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,52.3166999999999,16.1419,1,Safety
0012017,4_Eur,PRT,Portugal,Ilhavo,2015,26.679,Tidak diketahui,13.517,100,Tidak diketahui,95,Suburban,1,Tidak diketahui,40.5897,-8.6706,1,Safety
0012018,2_Amr,USA,United States of America,Harrisonburg VA,2015,Tidak diketahui,8.3,15.8,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,51814,38.4775300009192,-78.8195199999999,1,Safety
0012019,4_Eur,CHE,Switzerland,Muttenz,2015,20.0,Tidak diketahui,53.0,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,47.5381925,7.64821349999999,1,Safety
0012020,4_Eur,POL,Poland,Ostrow Wielkopolski,2015,38.908,Tidak diketahui,Tidak diketahui,96,Tidak diketahui,Tidak diketahui,Urban,1,72050,51.6375999999999,17.8232,1,Safety
0012021,4_Eur,FRA,France,Poitiers,2015,20.936,13.66,23.961,97,95,98,"Urban, Urban, Urban",3,98314,46.5802666666667,0.3426,1,Safety
0012022,4_Eur,DEU,Germany,Overath,2015,Tidak diketahui,Tidak diketahui,44.579,Tidak diketahui,Tidak diketahui,100,Urban,1,Tidak diketahui,50.9328,7.2858,1,Safety
0012024,1_Afr,GHA,Ghana,Accra,2015,176.4,Tidak diketahui,Tidak diketahui,82,Tidak diketahui,Tidak diketahui,Somewhere,1,2514005,5.55602,-0.1969,1,Safety
0012025,6_Wpr,CHN,China,Shangrao,2015,Tidak diketahui,42.942,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,1028518,28.4292,117.89755,1,Safety
0012026,4_Eur,ESP,Spain,Ourense,2015,21.682,13.411,20.512,97,17,97,Urban,1,105643,42.353,-7.8779,1,Safety
0012027,4_Eur,ESP,Spain,Palos De La Frontera,2015,26.526,Tidak diketahui,11.948,96,Tidak diketahui,95,"Suburban, Suburban",2,Tidak diketahui,37.20955,-6.90445,1,Safety
0012028,4_Eur,AUT,Austria,Mutters,2015,18.621,Tidak diketahui,47.067,99,Tidak diketahui,95,Rural,1,Tidak diketahui,47.2396,11.3907,1,Safety
0012029,2_Amr,MEX,Mexico,Nezahualcoyotl,2015,Tidak diketahui,20.233,27.201,Tidak diketahui,96,1,Somewhere,1,1104585,19.3937339999999,-99.0282119999999,1,Safety
0012030,6_Wpr,CHN,China,Hongwei,2015,Tidak diketahui,61.87,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,20164,41.1914,123.194,1,Safety
0012031,3_Sear,IND,India,Pathanamthitta,2015,24.412,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,37538,9.9525,77.30055556,1,Safety
0012032,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Scunthorpe,2015,20.398,Tidak diketahui,17.583,90,Tidak diketahui,95,Urban,1,Tidak diketahui,53.5863,-0.6368,1,Safety
0012033,4_Eur,ITA,Italy,Imola,2015,24.624,Tidak diketahui,29.141,100,Tidak diketahui,92,Urban,1,Tidak diketahui,44.3556,11.7203,1,Safety
0012034,4_Eur,ESP,Spain,Oliva De Plasencia,2015,12.802,7.035,9.003,89,96,97,Suburban,1,Tidak diketahui,40.0778,-6.14719999999999,1,Safety
0012035,4_Eur,CHE,Switzerland,Schwyz,2015,16.5,Tidak diketahui,20.9,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,47.0170259,8.64751831999999,1,Safety
0012036,4_Eur,CZE,Czechia,Novy Hradek,2015,15.843,Tidak diketahui,6.912,99,Tidak diketahui,96,Rural,1,Tidak diketahui,50.3506,16.3227,1,Safety
0012037,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Penicuik,2015,7.449,3.388,Tidak diketahui,72,96,Tidak diketahui,Rural,1,Tidak diketahui,55.7922,-3.2429,1,Safety
0012038,2_Amr,USA,United States of America,Pocatello ID,2015,19.25,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,82839,42.927486387,-112.4580802265,1,Safety
0012039,4_Eur,GRC,Greece,Panorama,2015,26.341,Tidak diketahui,13.311,37,Tidak diketahui,19,Suburban,1,Tidak diketahui,40.5889,23.0317,1,Safety
0012040,2_Amr,CAN,Canada,Peterborough,2015,Tidak diketahui,6.8,9.588,Tidak diketahui,99,1,Somewhere,1,118975,44.30192,-78.34622,1,Safety
0012041,4_Eur,NLD,Netherlands (Kingdom of the),Noordwijkerhout,2015,16.753,9.512,14.934,99,96,98,Rural,1,Tidak diketahui,52.2965999999999,4.51079999999999,1,Safety
0012042,4_Eur,TUR,Türkiye,Sile,2015,25.616,Tidak diketahui,5.922,95,Tidak diketahui,91,Rural,1,Tidak diketahui,41.1704999999999,29.5634,1,Safety
0012043,4_Eur,NLD,Netherlands (Kingdom of the),Hilversum,2015,18.714,12.043,24.098,99,81,98,Urban,1,90238,52.2351,5.1816,1,Safety
0012044,4_Eur,BEL,Belgium,Petit Thier,2015,11.391,6.827,6.48,99,99,96,Rural,1,Tidak diketahui,50.3031999999999,6.00169999999999,1,Safety
0012045,6_Wpr,CHN,China,Panji Qu,2015,Tidak diketahui,48.381,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,1053125,32.7619499999999,116.796899999999,1,Safety
0012046,4_Eur,DEU,Germany,Neuss,2015,Tidak diketahui,Tidak diketahui,42.571,Tidak diketahui,Tidak diketahui,100,"Urban, Urban, Urban",3,153896,51.1990666666666,6.69033333333333,1,Safety
0012047,4_Eur,DEU,Germany,Norderstedt,2015,Tidak diketahui,Tidak diketahui,42.703,Tidak diketahui,Tidak diketahui,100,Urban,1,Tidak diketahui,53.682,9.99729999999999,1,Safety
0012048,4_Eur,FRA,France,Afa,2015,22.522,Tidak diketahui,9.047,93,Tidak diketahui,97,Suburban,1,Tidak diketahui,41.9579999999999,8.82029999999999,1,Safety
0012049,4_Eur,LTU,Lithuania,Panevezys,2015,16.015,Tidak diketahui,13.908,94,Tidak diketahui,92,Urban,1,85885,55.725,24.3656,1,Safety
0012050,4_Eur,DEU,Germany,Horben,2015,9.458,6.69,2.525,92,92,96,Rural,1,Tidak diketahui,47.9133,7.908,1,Safety
0012051,4_Eur,POL,Poland,Nowa Ruda,2015,46.48,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,50.5799,16.5143999999999,1,Safety
0012052,3_Sear,IND,India,Panaji,2015,53.276,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,114759,15.81916667,74.3883333299999,1,Safety
0012053,4_Eur,ROU,Romania,Nadlac,2015,28.041,Tidak diketahui,Tidak diketahui,75,Tidak diketahui,Tidak diketahui,Suburban,1,Tidak diketahui,46.1668,20.7365999999999,1,Safety
0012054,6_Wpr,CHN,China,Huaibei,2015,Tidak diketahui,53.852,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,1141734,33.9724999999999,116.79485,1,Safety
0012055,4_Eur,ITA,Italy,Poggibonsi,2015,19.686,13.278,18.157,97,97,93,Urban,1,Tidak diketahui,43.4727999999999,11.1419,1,Safety
0012056,4_Eur,CHE,Switzerland,Harkingen,2015,17.0,12.0,39.0,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,47.3119075999999,7.82050608,1,Safety
0012057,2_Amr,USA,United States of America,Show Low AZ,2015,14.1,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,11732,33.85815,-109.97029,1,Safety
0012058,2_Amr,USA,United States of America,Pensacola Ferry Pass Brent FL,2015,Tidak diketahui,7.4,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,355041,30.5253669999999,-87.2035499999998,1,Safety
0012059,3_Sear,IND,India,Panchkula,2015,59.23,53.93,23.43,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,211355,30.6942090999999,76.8605649999999,1,Safety
0012060,4_Eur,DEU,Germany,Norderney,2015,16.249,Tidak diketahui,8.953,100,Tidak diketahui,95,Rural,1,Tidak diketahui,53.7152999999999,7.214,1,Safety
0012061,2_Amr,CAN,Canada,Ottawa,2015,Tidak diketahui,6.9,12.408,Tidak diketahui,98,1,Somewhere,1,1393086,45.4086,-75.694935,1,Safety
0012062,4_Eur,DEU,Germany,Hemfurth Edersee,2015,13.031,Tidak diketahui,7.2,98,Tidak diketahui,99,Rural,1,Tidak diketahui,51.1548,9.0318,1,Safety
0012063,6_Wpr,CHN,China,Shenzhen,2015,49.0,29.9,33.0,Tidak diketahui,100,Tidak diketahui,Somewhere,1,12356820,22.5974116574744,114.158005774527,1,Safety
0012064,3_Sear,IND,India,Nagaland,2015,139.32,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1978502,26.44166667,94.2602777799999,1,Safety
0012065,6_Wpr,VNM,Viet Nam,Hue,2015,15.0,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,400320,16.463712,107.590863,1,Safety
0012066,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Hope,2015,Tidak diketahui,Tidak diketahui,4.878,Tidak diketahui,Tidak diketahui,4,Rural,1,Tidak diketahui,53.4033999999999,-1.752,1,Safety
0012067,4_Eur,TUR,Türkiye,Siirt,2015,103.012,Tidak diketahui,Tidak diketahui,91,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,37.9318999999999,41.9350999999999,1,Safety
0012068,4_Eur,TUR,Türkiye,Adapazari,2015,61.353,35.678,25.823,97,96,97,"Urban, Urban",2,Tidak diketahui,40.78,30.4033999999999,1,Safety
0012069,4_Eur,TUR,Türkiye,Amasya,2015,52.338,32.097,75.053,78,49,57,"Urban, Urban",2,Tidak diketahui,40.6623499999999,35.83675,1,Safety
0012070,2_Amr,USA,United States of America,Hilo HI,2015,Tidak diketahui,7.96,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,44186,19.420849,-155.476858699999,1,Safety
0012071,4_Eur,DEU,Germany,Neuruppin,2015,17.843,Tidak diketahui,14.548,100,Tidak diketahui,100,Suburban,1,Tidak diketahui,52.9318999999999,12.8095,1,Safety
0012072,4_Eur,POL,Poland,Olkusz,2015,30.887,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,50.2776,19.5699,1,Safety
0012073,2_Amr,USA,United States of America,Scranton Wilkes Barre Hazleton PA,2015,14.5,10.4,20.3,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,375329,41.3541669999999,-75.7347224999999,1,Safety
0012074,4_Eur,DEU,Germany,Otterndorf,2015,15.0,Tidak diketahui,11.895,100,Tidak diketahui,96,Rural,1,Tidak diketahui,53.8301999999999,8.80119999999999,1,Safety
0012075,4_Eur,TUR,Türkiye,Ilkadim,2015,44.528,16.84,28.437,78,65,66,Urban,1,Tidak diketahui,41.3254,36.2965999999999,1,Safety
0012076,4_Eur,ESP,Spain,Pinoso,2015,14.779,7.431,4.287,97,20,15,Rural,1,Tidak diketahui,38.4517,-1.0647,1,Safety
0012077,4_Eur,POL,Poland,Otwock,2015,43.671,Tidak diketahui,Tidak diketahui,92,Tidak diketahui,Tidak diketahui,Suburban,1,Tidak diketahui,52.1156999999999,21.2373,1,Safety
0012078,4_Eur,POL,Poland,Zary,2015,26.809,19.588,15.933,100,96,92,Urban,1,Tidak diketahui,51.6426999999999,15.1278,1,Safety
0012079,4_Eur,DEU,Germany,Petershagen,2015,24.321,14.81,34.82,91,93,94,Suburban,1,Tidak diketahui,52.4819,13.8483,1,Safety
0012080,4_Eur,ITA,Italy,Signa,2015,25.626,Tidak diketahui,23.898,95,Tidak diketahui,91,Urban,1,Tidak diketahui,43.7931,11.0977999999999,1,Safety
0012081,4_Eur,FIN,Finland,Oulu,2015,11.143,6.723,15.547,99,98,99,"Suburban, Urban",2,205489,65.0267,25.4846,1,Safety
0012082,4_Eur,ROU,Romania,Otelu Rosu,2015,11.391,Tidak diketahui,Tidak diketahui,79,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,45.5185999999999,22.3526999999999,1,Safety
0012083,3_Sear,IND,India,Silcher,2015,73.245,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,172831,25.3924999999999,93.30805556,1,Safety
0012084,3_Sear,IND,India,Mysore,2015,40.119,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1209836,12.49944444,77.0761111099999,1,Safety
0012085,6_Wpr,CHN,China,Shenyang,2015,115.0,71.241,48.0,Tidak diketahui,99,Tidak diketahui,Somewhere,1,7220104,41.8033467546798,123.442256032769,1,Safety
0012086,4_Eur,TUR,Türkiye,Zonguldak,2015,70.923,Tidak diketahui,Tidak diketahui,96,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,41.4504999999999,31.7836,1,Safety
0012087,4_Eur,ESP,Spain,Sentmenat,2015,23.493,Tidak diketahui,Tidak diketahui,59,Tidak diketahui,Tidak diketahui,Suburban,1,Tidak diketahui,41.6086999999999,2.13589999999999,1,Safety
0012088,4_Eur,ESP,Spain,Illescas,2015,29.371,Tidak diketahui,22.556,91,Tidak diketahui,99,Suburban,1,Tidak diketahui,40.1191999999999,-3.8328,1,Safety
0012089,4_Eur,ITA,Italy,Pavia,2015,39.302,23.245,35.697,98,94,93,"Urban, Urban",2,71882,45.1897499999999,9.1558,1,Safety
0012090,2_Amr,BRA,Brazil,Serra,2015,36.0,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,406450,-20.191056,-40.256928,1,Safety
0012091,4_Eur,LTU,Lithuania,Noreikiskes,2015,19.544,9.14,8.791,98,84,97,Urban,1,Tidak diketahui,54.8836,23.8357999999999,1,Safety
0012092,3_Sear,IND,India,Nagpur,2015,68.372,Tidak diketahui,Tidak diketahui,83,Tidak diketahui,Tidak diketahui,Somewhere,1,2893455,21.2271111097778,79.2516666664444,1,Safety
0012093,4_Eur,FIN,Finland,Harjavalta,2015,10.216,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Tidak diketahui,"Suburban, Suburban",2,Tidak diketahui,61.32305,22.14,1,Safety
0012094,2_Amr,BRA,Brazil,Paulinia,2015,32.5,Tidak diketahui,21.0,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,82070,-22.7792894999999,-47.1452974999999,1,Safety
0012095,4_Eur,ESP,Spain,Pamplona,2015,17.36,11.228,21.361,98,85,98,"Urban, Urban, Urban",3,334398,42.8151333333333,-1.64746666666667,1,Safety
0012096,4_Eur,POL,Poland,Nowa Karczma,2015,19.155,Tidak diketahui,6.284,93,Tidak diketahui,83,Rural,1,Tidak diketahui,54.1041,18.183,1,Safety
0012097,4_Eur,ROU,Romania,Poiana Stampei,2015,Tidak diketahui,Tidak diketahui,7.337,Tidak diketahui,Tidak diketahui,65,Rural,1,Tidak diketahui,47.3247,25.1347999999999,1,Safety
0012098,4_Eur,ESP,Spain,Acebedo,2015,Tidak diketahui,Tidak diketahui,3.373,Tidak diketahui,Tidak diketahui,99,Rural,1,Tidak diketahui,43.0414,-5.08969999999999,1,Safety
0012099,4_Eur,POL,Poland,Myszkow,2015,47.779,Tidak diketahui,Tidak diketahui,88,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,50.5797,19.3266999999999,1,Safety
0012100,4_Eur,AUT,Austria,Illmitz,2015,19.605,14.743,9.116,98,98,89,Rural,1,Tidak diketahui,47.7702999999999,16.7664,1,Safety
0012101,4_Eur,DEU,Germany,Nordhausen,2015,17.809,Tidak diketahui,18.026,100,Tidak diketahui,100,Urban,1,Tidak diketahui,51.4971999999999,10.7913999999999,1,Safety
0012102,6_Wpr,CHN,China,Shanghai,2015,69.0,53.606,46.0,Tidak diketahui,100,Tidak diketahui,Somewhere,1,27058479,31.2078687416424,121.450316240321,1,Safety
0012103,2_Amr,USA,United States of America,Scottsbluff NE,2015,Tidak diketahui,5.5,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,4192887,41.8768529999999,-103.656561,1,Safety
0012104,6_Wpr,CHN,China,Panjin,2015,Tidak diketahui,51.287,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,1053125,41.1126502466666,121.965266233333,1,Safety
0012105,4_Eur,AUT,Austria,Himberg,2015,18.681,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,Suburban,1,Tidak diketahui,48.0857,16.4311,1,Safety
0012106,2_Amr,USA,United States of America,Harrisburg Carlisle PA,2015,17.9,10.25,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,542165,40.2552473333332,-76.9050423333333,1,Safety
0012107,6_Wpr,CHN,China,Shangqiu,2015,Tidak diketahui,70.159,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,826598,34.4264999999999,115.6498,1,Safety
0012108,2_Amr,CAN,Canada,Hope,2015,11.0,6.3,13.16,98,93,1,Somewhere,1,5969,49.3698869999999,-121.49912,1,Safety
0012109,4_Eur,DEU,Germany,Ilsfeld,2015,Tidak diketahui,Tidak diketahui,46.351,Tidak diketahui,Tidak diketahui,100,Suburban,1,Tidak diketahui,49.0551,9.24399999999999,1,Safety
0012110,4_Eur,ITA,Italy,Pezzalunga,2015,39.092,18.975,24.507,81,88,93,"Suburban, Suburban",2,Tidak diketahui,40.9850999999999,14.4124999999999,1,Safety
0012111,4_Eur,FRA,France,Abos,2015,19.062,Tidak diketahui,10.849,97,Tidak diketahui,95,Rural,1,Tidak diketahui,43.3763,-0.5382,1,Safety
0012112,3_Sear,IND,India,Siliguri,2015,89.019,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1020303,27.21972222,88.66472222,1,Safety
0012113,4_Eur,CZE,Czechia,Silherovice,2015,76.8,73.2,Tidak diketahui,0,0,Tidak diketahui,Rural,1,Tidak diketahui,49.9397999999999,18.2765999999999,1,Safety
0012114,4_Eur,ESP,Spain,Mundaka,2015,11.31,Tidak diketahui,7.229,90,Tidak diketahui,99,Rural,1,Tidak diketahui,43.4059,-2.70319999999999,1,Safety
0012115,4_Eur,GRC,Greece,Patra,2015,39.393,Tidak diketahui,35.275,76,Tidak diketahui,85,"Urban, Urban",2,170896,38.24955,21.73715,1,Safety
0012116,4_Eur,ITA,Italy,Olbia,2015,20.852,Tidak diketahui,13.988,98,Tidak diketahui,90,Urban,1,Tidak diketahui,40.9283,9.50169999999999,1,Safety
0012117,4_Eur,ITA,Italy,Pallanza,2015,17.103,12.837,21.298,85,96,98,Urban,1,Tidak diketahui,45.9303,8.5655,1,Safety
0012118,4_Eur,ITA,Italy,Perticara,2015,13.076,Tidak diketahui,2.814,98,Tidak diketahui,92,Rural,1,Tidak diketahui,43.9275,12.2247,1,Safety
0012119,4_Eur,AUT,Austria,Hochst,2015,18.89,Tidak diketahui,40.33,100,Tidak diketahui,96,Urban,1,Tidak diketahui,47.4596999999999,9.64059999999999,1,Safety
0012120,5_Emr,JOR,Jordan,Amman,2015,84.571,36.0,Tidak diketahui,75,75,Tidak diketahui,Somewhere,1,2148293,31.9592574072921,35.9183403249797,1,Safety
0012121,6_Wpr,CHN,China,Shaoxing,2015,79.0,54.955,37.0,Tidak diketahui,100,Tidak diketahui,Somewhere,1,2540018,30.0269351439953,120.590068517206,1,Safety
0012122,4_Eur,ESP,Spain,Alzira,2015,21.246,Tidak diketahui,13.147,88,Tidak diketahui,75,Suburban,1,Tidak diketahui,39.15,-0.457799999999999,1,Safety
0012123,4_Eur,SVN,Slovenia,Nova Gorica,2015,23.661,Tidak diketahui,22.16,98,Tidak diketahui,95,Urban,1,Tidak diketahui,45.9555999999999,13.6524,1,Safety
0012124,4_Eur,DEU,Germany,Heppenheim An Der Bergstrasse,2015,21.306,15.114,35.374,99,98,100,Urban,1,Tidak diketahui,49.6432,8.64199999999999,1,Safety
0012125,6_Wpr,CHN,China,Huangshan,2015,Tidak diketahui,26.595,Tidak diketahui,Tidak diketahui,100,Tidak diketahui,Somewhere,1,398406,30.2739,118.1311,1,Safety
0012126,2_Amr,CHL,Chile,Padre Las Casas,2015,61.197,43.324,6.799,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,33697,-38.7646999999999,-72.5987999999999,1,Safety
0012127,6_Wpr,KOR,Republic of Korea,Seoul,2015,46.894,23.235,0.833,97,96,Tidak diketahui,Somewhere,1,9963452,37.5516645555555,126.995643245299,1,Safety
0012128,4_Eur,DEU,Germany,Schweinfurt,2015,16.61,Tidak diketahui,25.373,100,Tidak diketahui,100,Urban,1,53426,50.0484,10.2321,1,Safety
0012129,2_Amr,USA,United States of America,Paducah KY IL,2015,Tidak diketahui,Tidak diketahui,11.4,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,98762,37.0582199999999,-88.5725099999999,1,Safety
